DIVISION,DISTRICT,UPAZILA_THANA,EIIN,NAME,EDU_LEVEL,MOBILE,EMAIL,MANAGEMENT,MPO,STUD_TYPE
Rangpur,Gaibandha,Sadullapur,121506,KUNJA  MOHIPUR  BALIKA  DAHKIL  MADRSHA,Dakhil,01745502473,,PRIVATE,YES,GIRLS
Rangpur,Dinajpur,Nawabganj,120915,DOLAR DARGA ELAHIA DARUS SUNNAH ALIM MADRASAH,Alim,01730830194,dalardargamadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Debiganj,126045,TOKRAVASHA ISLAMIA EKRAMIA MOHILA DAKHIL MADRASHA,Dakhil,01716243826,,PRIVATE,NO,GIRLS
Rangpur,Dinajpur,Biral,120194,PASHCHIM SHANKOERPUR NURUL HUDA DAKHIL MADRASAH,Dakhil,01721286270,psm120194@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Chirirbandar,120376,NASHRATPUR RAHOMANIA BALIKA DAKHIL MADRASHA,Dakhil,01718762032,nrbdm11212@gtmail.com,PRIVATE,YES,GIRLS
Rangpur,Gaibandha,Saghata,121593,MATHERPARA DAKHIL  MADRASAH,Dakhil,01795527795,mpdm121593@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Rangpur Sadar,127468,KERANIRHAT  AL-IKHLAS  DAKHIL MADRASAH,Dakhil,01710604133,keranirhatdmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirganj,127926,KHAYRBARI P. BAZAR ALMADINA D/M,Dakhil,01721763043,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Nageshwari,122448,GASPARI D.S DAKHIL MADRASHA,Dakhil,01704235503,gasparidsdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Nageshwari,122443,PANAKURI BATTALA DAKHIL MADRASHA,Dakhil,01730911438,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121704,BAZRA HOLDIA DHAKIL MADRASHA,Dakhil,01732030778,m121704b.holdia@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Khansama,120676,MADER DARGAH SELTUSHA FAZIL MADRASHA,Fazil,01744228140,m120676r@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Panchagarh Sadar,136293,JAMURI BARI DAKHIL MADRASAH,Dakhil,01723182372,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Mitha Pukur,127611,MAZGRAM DARUL HUDA DAKHIL MADRASHA,Dakhil,01744756445,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Phulbari,122232,GANGAR HAT DIMUKHI DAKHIL MADRASHA,Dakhil,01722305268,gdm122232@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Ranisankail,129055,RATOR (R) F.S. DAKHIL MADRASAH,Dakhil,01724046426,mmm129055@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Kaliganj,122875,TETULIA ISLAMIA KHKHIL MADRASAH,Dakhil,01721878912,tentuliislamia122875@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Gangachara,127272,BETGARI EKRAMIA M/L FAZIL MADRASHA,Fazil,01767488904,zafrulhoque1958@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Haripur,128846,TARRA GIRLS DAKHIL MADRASA,Dakhil,01717346780,m128846@hotmail.com  ,PRIVATE,NO,GIRLS
Rangpur,Rangpur,Pirganj,127884,JHARBISHLA HAYATUL ULUM ALIM MADRASHA,Alim,01713746968,jharbishlaam@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirganj,127893,DHARMADASPUR A.D MADRASH,Dakhil,01717678157,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Boda,125954,NASHIR MONDOL HAT SALEHIA DAKHIL MADRASHA,Dakhil,01732992159,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Gangachara,127289,ADARSHA DAKHIL MADRASHA,Dakhil,01710871389,mmm127289@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Lalmonirhat Sadar,122981,KHALAIGHAT DARUL ULUM DAKHIL MADRASHA,Kamil,01714679279,khalaighatdudmadrasah@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Dinajpur,Parbatipur,121055,MOMINPUR DARUL HUDA DAKHIL MADRASAH,Dakhil,01724444945,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Nilphamari,Dimla Upazila,124812,DAKHIN KHARIBARI M.P. DAKHIL MADRASHA,Dakhil,01821919876,dkmadrasha746@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Aditmari,122761,NAMURI D S DAKHIL MADRASA,Dakhil,01740983883,m122761@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120813,NASHIPUR DAKIL MADRASHA,Dakhil,01729519946,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Gangachara,127274,PAKURIA SHARIF QASIMIA KAMIL MADRASHA,Fazil,01745636999,pakfmad@gmail.com ,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129278,KALIKAGAON D. HAT DAKHIL MADRASHA,Dakhil,01718863612,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129269,ASANNAGAR KADERIA ISLAMIA DAKHIL MADRASHA,Dakhil,01715284318,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Bhurungamari,122106,BAUSHMARI FAZIL MADRASAH,Fazil,01717215737,bousmari.fdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Nilphamari Sadar Upaz,125153,PASCHIM CHPRA ALIM MADRASAH,Alim,01746008749,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Saidpur Upazila,125236,HAZARIHAT MOHAMMADIA ALIM MADRASHA,Alim,01728911626,hazarihatmamadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Rangpur Sadar,127476,UTTAM MOULABI PARA SIDDIQUEA BALIKA DAKHIL MADRASHA,Dakhil,01797682030,,PRIVATE,NO,GIRLS
Rangpur,Dinajpur,Hakimpur,120526,CHHOTO DANGAPARA ISLAMIA DAKHIL MADRASHA,Dakhil,01721416651,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Kurigram,Kurigram Sadar,122322,JUT GOBARDHAN ABU HOSSAN SIDDIKIA D/M,Dakhil,01721541129,jgasdm7@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Nageshwari,122436,BURIRHAT DAKHIL MADRASAH,Dakhil,01724222953,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Gobindaganj,121287,KHARITA DAKHIL MADRASHA,Dakhil,01717999482,kharitadakhiklmadrasa@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Panchagarh,Boda,125967,MAIDANDIGHI DAKHIL MADRASAH,Dakhil,01724673984,md125967@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Khansama,120670,PURBA DANGA PARA PANCH PIR IS. FAZIL MADRASHA,Fazil,01717289963,mestdagoapara@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Rajarhat,122516,PATANHAT MOHILA DAKHIL MADRASHA,Dakhil,01738521081,pathanhatrht@gmail.com,PRIVATE,YES,GIRLS
Rangpur,Dinajpur,Chirirbandar,120350,PALASHBARI JABBARIA FAZIL MADRASAH,Fazil,01716229256, palashbarijfm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirganj,127887,JAFARPARA DARUL ULUM KAMIL MADRASAAH,Kamil,01922588244,jafarparakamilmadrasah127887@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Baliadangi,128747,VANOR FAZIL  MADRASAH,Alim,01710628364,m128747m@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120797,GAOSIA DAKIL MADRASHA,Dakhil,01798343169,gaosiadakhilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Rajarhat,122524,NAZIM KHAN MOHILA DAKHIL MADRASAH,Dakhil,01714551249,mm122524@gmail.com,PRIVATE,YES,GIRLS
Rangpur,Panchagarh,Atwari,125863,BODHGAON DAKHIL MADRASAH,Dakhil,01792807372,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Mitha Pukur,127629,SUKURERHAT ISLAMIA  ALIM MADRASHA,Alim,01744-976976,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Mitha Pukur,127647,KAGZIPARA ASHRAFIYA DAKHIL MADRASAH,Dakhil,01933595275,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Parbatipur,121044,FAKIR BAZAR BAHRUL ULUM ALIM MADRASA,Alim,01710631509,madrshaf@gmil.com/fakirbazaralim madrasah121044@gmaill.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120787,DINAJPUR NOOR JAHAN KAMIL MADRASAH,Kamil,01774230871,njkm120787@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Pirganj,128951,MOHESHPUR  D.H. ISLAMIA DAKHIL MADRASHA,Dakhil,01720243005,rajiurrahman446@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121712,KHANBARI M.U. DAKHIL MADRASA,Dakhil,01713728759,khanabarimudm121712@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Panchagarh Sadar,126139,HAJI KHAMIR UDDIN PRODAN ALIM MADRASHA,Alim,01718351875,m126139@gmail.com/www.hkpalimmadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120795,CHOK DEWTARI DAKHIL MADRASAH,Dakhil,01748376512,chokdewtairdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Fulchhari,121087,KHATIAMARI NAZATIA DHAKIL MADRASAH,Dakhil,01722956043,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121715,DHAPACHILA M.U. DAKHIL MADRASHA,Dakhil,01736064712,dm121715@gmail.com ,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Bhurungamari,122113,PATHAR DUBI B.L. DAKHIL MADRASHA,Dakhil,01706702740,pdblm1976@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Kurigram Sadar,122320,KURIGRAM PURATAN STATION PARA AZIMRANNASA BALIKAD D. M.,Dakhil,01745080322,kpsanbd.kurigram@gmail.com,PRIVATE,YES,GIRLS
Rangpur,Rangpur,Gangachara,127277,KOLKONDA SHARIF HAFIGIA ALIM MADRASHA,Alim,01740820050,mahmudbbillah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Kaunia,127355,PATOWARY TARY DAKHIL MADRASHA,Dakhil,01728860915,abdul2020baten@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Dinajpur,Chirirbandar,120357,DOKKIN NAGOR DARUS NAJAT DAKHIL MADRASHA,Dakhil,01724859670,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirgachha,127746,TALUK KANDI HAZI MOHSINIA DAKHIL MADRASAH,Dakhil,01754950514,takukkamdimdkm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Pirganj,128940,GUAGAON MOHILA DAKHIL MADRASHA,Dakhil,01718800294,,PRIVATE,YES,GIRLS
Rangpur,Nilphamari,Nilphamari Sadar Upaz,125164,CHANDER HAT FAZIL MADRASHA,Fazil,01734075888,chanderhatfm125@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Kaunia,127345,NIZPARA AHMADIA BAHOMUKHI ALIM MADRASA,Alim,01717288576,nizparamadrasha@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Parbatipur,121040,RUSTUM NAGAR ISLAMIA DHAKIL MADRASHA,Dakhil,01724034572,riddm121040@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirgachha,127765,ITAKUMARI PURBO HASNA ADORSHA DAKHIL MADRASHA,Dakhil,01748378854,mm127765m@gmail.com,,NO,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121749,SHOVA GONJ HAZY PARA ADARSHA DAKHIL MADRASA,Dakhil,01718024354,md.jhangir320@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Gaibandha,Palashbari,121405,PASHIM MIRJAPUR B.L FAZIL MADRASHA,Fazil,01721105309,pmdm121405@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Atwari,125861,BARA AULIA MAZAR SHARIF DAKHIL MADRASAH,Dakhil,01729941728,baroauliamararsharifdhakilm@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Chirirbandar,120367,DARUL FALAH ALIM MADRASAH,Alim,01705808540,www. darulfalahmbm@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Nawabganj,120903,DISH BONDI HATISHAL DIMUKHI FAZIL MADRASHA,Fazil,01734267405,batenhatishal@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Nilphamari Sadar Upaz,125149,MAZDANGA TAYMUNNESA D K M DAKHIL MADRASHA,Dakhil,01717717377,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Birganj,120105,PRAN NAGAR (25MILE) DAKHIL MADRASAH,Dakhil,01920736017,prannagardakhil@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirganj,127910,KHOLA HATI B.L. DAKHIL MADRASA,Dakhil,01725672652,kholahatidimukhimadrasha@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121698,DHOPADANGA AKANDAPARA IDEAL DAKHIL MADRASAH,Dakhil,01718632072,mad121698@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Kishoreganj Upazila,125033,GARAGRAM KHAIRIA DAKHIL MADRASHA,Dakhil,01915713695,gragra2ha,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129247,NARGUN   SENIOR ALIM   MADRASHA,Alim,01737591079,nsamtkg@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Phulbari,122220,VANGA MORE DAKHIL MADRASAH,Dakhil,01725192396,vdmfulkuri360@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sundarganj,121751,SUNDAR GONJ SADAR MOHILA  DHAKIL MADRASHA,Dakhil,01717047595,sundarganjsadarmdm121751@gmail.com,PRIVATE,NO,GIRLS
Rangpur,Kurigram,Rajarhat,122527,MONIDAKUA MUHIUSSUNNAT  NASIRIA DAKHIL MADRASAH,Dakhil,01718970940,mmndm122527@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirgachha,127760,KISAMAT JHINIA DAKHIL MADRASAH,Dakhil,01792826456,mm127760@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Ghoraghat,120493,RISHIGHAT SHAFIUL ALAM DAKHIL MADRASHA,Dakhil,01718657668,madrasahrishighat@gmail.com,PRIVATE,YES,CO-EDUCATION SEPERATE
Rangpur,Gaibandha,Saghata,121598,NASIR UDDIN PRODHAN DAKHIL MADRASHA,Dakhil,01712054242,nasiruddindm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sadullapur,131579,TAROF MOHODI GIRLS DAKHIL MADRASHA,Dakhil,01754531484,,PRIVATE,NO,GIRLS
Rangpur,Panchagarh,Panchagarh Sadar,126145,GARINA BARI ISLAMIA DAKHIL MADRASHA,Dakhil,01713813979,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Rangpur Sadar,127469,CHANDANPAT MATIAPARA AQRAMIA DAHKIL MADRASA,Dakhil,01740567559,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Atwari,125860,BALARAM PUR DAKHIL MADRASAH,Dakhil,01716415716,bdmpan125860@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129275,CHOWRONGI DAKHIL MADRASHA,Dakhil,01726100885,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Dinajpur,Birganj,120101,KATGAR RAZAPUKUR DARUS SUNNAH DAKHIL MADRASHA,Dakhil,01717310149,katgordsdm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Nageshwari,122430,NAYAKER HAT DARUSSUNNAT DAKHIL MADRASHA,Dakhil,01714626185,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Ghoraghat,120484,PALSHA ASIA KHATUN CHOWDHURANY DI-MUKHI DAKHIL MADRASAH,Dakhil,01740937332,pakcdm120484@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129295,LAUTHUTI DARUL ULUM DAKHIL MADRASHA,Dakhil,01746221916,0,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Dinajpur,Fulbari,120445,AMDUNGI HAT IMAN UDDIN CHOWDURY ALIM MADRASHA,Alim,01710046234,amdungihatalimmadrasha120445@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Rajarhat,122513,NAK KATI HAT D.U. DAKHIL MADRASHA,Dakhil,01739452460,m.122513@yahoo.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Nilphamari Sadar Upaz,125142,TUPAMARI FAZIL MADRASAH,Fazil,01716472192,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120799,DARAIL DAKHIL MADRASHA,Dakhil,01716770010,daraildakhilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Taraganj,127972,HARIAR KUTHI DAKHIL MADRASAH,Dakhil,01751304136,hariarkuthidm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Kaunia,127348,KAUNIA DAKHIL MADRASAH,Dakhil,01922734472,naminict70@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Kishoreganj Upazila,125036,MAGURA MUNSHIPARA DAKHIL MADRASHA,Dakhil,01735077987,mmudm2015@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Chirirbandar,120374,SHAMNAGAR AHMADIA DHAKIL MADRASHA,Dakhil,01739162112,s-01739162112,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Rangpur,Mitha Pukur,127656,MITHAPUKUR DAKHIL MADRASAH,Dakhil,01724675127,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Kurigram,Bhurungamari,122112,SONAHAT B. L. DAKHIL MADRASHA,Dakhil,01740587742,s.d.m5670@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Ulipur,122698,MUNSHIPARA  RAHMANIA  BALIKA  DAKHIL  MADRASHA,Dakhil,01723207445,,PRIVATE,YES,GIRLS
Rangpur,Rangpur,Pirgachha,127748,MOHAMMAD  ALI DAKHIL MADRASHA,Dakhil,01795718066,malidakilmadrasah@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Sadullapur,121527,SADULLAPUR GIRLS DAKHIL MADRASHA,Dakhil,01713798072,,PRIVATE,YES,GIRLS
Rangpur,Nilphamari,Jaldhaka Upazila,124959,TALUK  GOLNA  RASHIDUL  CHOW.  DAKHIL  MADRASHA,Dakhil,01788219488,m124959@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Birganj,120110,RAJUBPUR DAKHIL MADRASHA,Dakhil,01740815150,rajibpurdakhil14999@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Mitha Pukur,127608,MIRZAPUR QUADERIA SENIOR FAZIL MADRASA,Fazil,01714692471,mirzapurkfm1938@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Kaliganj,122881,DARUS SALAM GIRLS DAKHIL MADRASHA,Dakhil,01712314354,,PRIVATE,NO,GIRLS
Rangpur,Dinajpur,Birampur,119993,MUKUNDA PUR FAZIL DEGREE MADRASHA,Fazil,01734595025,mfm.edu.bd@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Kaliganj,122885,BAIRATI DAKHIL MADRASHA,Dakhil,01718033211,bairatidakhilmadrasha@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Haripur,128836,HARIPUR ALIM MADRASHA,Alim,01718785816,m128836@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Khansama,120693,ALOKDIHI DAKHIL MADRASHA,Dakhil,01721542066,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Gangachara,127293,UTTAR KHALEYA HAZI PARA DHAKIL MADRASHA,Dakhil,01731329036,mmm127293@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Dinajpur Sadar,120801,DAKHIN DURGAPUR ISLAMIA DAKHIL MADRASA,Dakhil,01712427933,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Rajarhat,122508,FATEKHA KARAMATIA DAKIL MADRASHA,Dakhil,01746717179,fkdm122508@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Dimla Upazila,124814,CHHATNAHI BARO BESH DAKHIL MADRASAH,Dakhil,01710407583,m124814b@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Bochaganj,120254,SETAB GONJ KAMIL MADRASAH,Kamil,01712568005,skmsetab1651@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Gobindaganj,121289,CHAND PARA  SENIOR MADRASHA,Alim,01705970291,chadparaalimmadrasa@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Kishoreganj Upazila,125027,RANACHANDI SAMSUL ULUM MADRASHA,Dakhil,01725343765,ranochandissunan@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Ulipur,122703,GUNAIGACH RAHMANIA GIRLS DAKHIL MADRASHA,Dakhil,01710303659,grm122703@gmail.com,PRIVATE,YES,GIRLS
Rangpur,Gaibandha,Sundarganj,121734,MIZANUR RAHMAN DAKHIL MADRASA,Dakhil,01724085825,mrdm121734@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Birampur,119997,AYRA NURUL HUDA I. DAKHIL MADRASHA,Dakhil,01718836113,ayranhdmadrasa@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Pirgachha,127738,SHIBDEB CHAR OSMANIA DAKHIL MADRASAH,Dakhil,01772340307,mmm127738@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Phulbari,122222,SHAHBAZAR  A.H. FAZIL  MADRASHA,Fazil,01710535434,shahbazarahfm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Atwari,125850,LAKHIPUR ISLAMIA ALIM MADRASHA,Alim,01712349820,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Rangpur,Gangachara,127280,MOULOVI BAZAR A. N ALIM MADRASAH,Alim,01730927921,m127280@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Patgram,123023,JONGRA MOMINPUR DAKHIL MADRASAH,Dakhil,01730180001,,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Aditmari,122766,LALMONIRHAT ADARSA DAKHIL MADRASA,Dakhil,01719206386,md122766@gmail.com,PRIVATE,NO,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Thakurgaon Sadar,129264,KISMET CHAMESWARI EIDGAH DAKHIL MADRASHA,Dakhil,01816220327,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Ulipur,122688,UNANANDA  ADARSHA DAKHIL MADRASAH,Dakhil,01763096155,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Nawabganj,120906,DEOGAON IMAM BOKHS FAZIL MADRASHA,Fazil,01740842702,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Dinajpur,Birampur,119994,HABIBPUR B.U.S. ISLAMIA DAKHIL MADRASHA,Dakhil,01718755641,madhabibpur@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Lalmonirhat,Lalmonirhat Sadar,122966,KISHA MAT DHA DHA GACH DAKHIL MADRASHA,Dakhil,01745637783,kisamotdakhilmadrasah@gmail.com ,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Panchagarh,Panchagarh Sadar,126141,HAFIZABAD GOHIMON NESA DAKHIL MADRASHA,Dakhil,01714624201,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Ulipur,122678,MATIAL AL MOZADDADIA DINI DAKHIL MADRASHA,Dakhil,01783708392,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Nilphamari Sadar Upaz,125181,NILFAMARI MOHILA DAKHIL MADRASA,Dakhil,01739112934,ma125181@gmail.com,PRIVATE,NO,GIRLS
Rangpur,Rangpur,Mitha Pukur,127638,NIDHIRAMPUR GIRLS DAKHIL MADRASA,Dakhil,01717802017,,PRIVATE,YES,GIRLS
Rangpur,Gaibandha,Sundarganj,121731,MONIRAM PURBO PARA AHMMEDIA DIMOKHE DAKHIL MADRASHA,Dakhil,01718877759,monirampadm121731@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Gaibandha,Palashbari,121403,MATHER BAZAR ABU BAKER FAZIL DEGREE MADRASA,Fazil,01716961162,matherbazarm@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Kurigram,Ulipur,122661,THETRANI DARUL ULUM DAKHIL MADRASA,Dakhil,07191989795,,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Thakurgaon,Haripur,128835,ASLEUDDIN PRODHAN SENIOR MADRASAH,Alim,01726102161,m128835@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
Rangpur,Nilphamari,Jaldhaka Upazila,124961,KAZIRHAT  PANTHAPARA  IDEAL  ALIM   MADRASHA,Alim,019121618992,m124961@gmail.com,PRIVATE,YES,CO-EDUCATION JOINT
